instrument_name,mode_category,beat_category,gukak_style,music_src_nm,split_data
가야금,계면조계열,균등,민속악,AP_F02_04171,train
장구,,균등,민속악,AP_F02_07538,train
가야금,계면조계열,균등,민속악,AP_F02_00255,train
장구,,균등,민속악,AP_F05_00342,train
피리,계면조계열,균등,민속악,AP_F02_00321,train
대금,계면조계열,균등,민속악,AP_F06_06850,train
가야금,계면조계열,균등,민속악,AP_F02_04195,train
아쟁,평조계열,균등,민속악,AP_F01_05971,train
태평소,평조계열,균등,민속악,AP_F02_00640,train
대금,계면조계열,균등,민속악,AP_F02_07229,train
가야금,계면조계열,균등,민속악,AP_F02_04248,train
장구,,균등,민속악,AP_F07_06536,train
아쟁,평조계열,균등,민속악,AP_F06_06861,train
장구,,혼합 및 기타,민속악,AP_F07_06788,train
가야금,계면조계열,균등,민속악,AP_F02_04254,train
아쟁,계면조계열,균등,민속악,AP_F02_00998,train
장구,,균등,민속악,AP_F07_06545,train
장구,,균등,민속악,AP_F07_06534,train
장구,,균등,민속악,AP_F07_06302,train
아쟁,계면조계열,균등,민속악,AP_F06_08130,train
가야금,계면조계열,균등,민속악,AP_F02_05947,train
장구,,균등,민속악,AP_F07_06723,train
장구,,균등,민속악,AP_F07_06344,train
가야금,평조계열,균등,민속악,AP_F02_04127,train
가야금,계면조계열,균등,민속악,AP_F02_04252,train
대금,계면조계열,혼합 및 기타,민속악,AP_F06_04719,train
가야금,계면조계열,균등,민속악,AP_F02_04123,train
대금,계면조계열,균등,민속악,AP_F02_07269,train
피리,평조계열,균등,민속악,AP_F06_02120,train
해금,계면조계열,균등,민속악,AP_F06_04585,train
해금,계면조계열,혼합 및 기타,민속악,AP_F06_02109,train
소금,평조계열,균등,민속악,AM_F06_08572,train
피리,평조계열,균등,민속악,AP_F06_02141,train
가야금,계면조계열,균등,민속악,AP_F02_04218,train
해금,계면조계열,균등,민속악,AP_F01_00604,train
태평소,계면조계열,균등,민속악,AM_F02_05401,train
대금,계면조계열,균등,민속악,AP_F02_00338,train
피리,계면조계열,균등,민속악,AP_F01_04816,train
대금,계면조계열,균등,민속악,AP_F06_04579,train
태평소,계면조계열,균등,민속악,AP_F02_05409,train
장구,,균등,민속악,AP_F07_06360,train
장구,,균등,민속악,AP_F07_06306,train
장구,,균등,민속악,AP_F07_06777,train
가야금,평조계열,균등,민속악,AP_F06_02114,train
대금,계면조계열,균등,민속악,AP_F06_06884,train
태평소,계면조계열,균등,민속악,AP_F02_05391,train
피리,계면조계열,균등,민속악,AP_F01_04814,train
가야금,계면조계열,균등,민속악,AP_F02_04187,train
태평소,계면조계열,균등,민속악,AP_F02_05400,train
가야금,계면조계열,불균등,민속악,AP_F02_04213,train
피리,계면조계열,균등,민속악,AP_F01_04767,train
가야금,계면조계열,균등,민속악,AP_F02_00567,train
장구,,혼합 및 기타,민속악,AP_F07_06498,train
피리,계면조계열,균등,민속악,AP_F06_04598,train
장구,,균등,민속악,AP_F07_06298,train
피리,평조계열,균등,민속악,AM_F01_06045,train
거문고,계면조계열,균등,민속악,AP_F02_00292,train
장구,,균등,민속악,AP_F07_06262,train
가야금,계면조계열,균등,민속악,AP_F06_08113,train
태평소,계면조계열,균등,민속악,AP_F02_05399,train
아쟁,평조계열,균등,민속악,AP_F01_05165,train
피리,평조계열,균등,민속악,AP_F01_06070,train
장구,,균등,민속악,AP_F07_06680,train
피리,평조계열,균등,민속악,AP_F06_00444,train
가야금,평조계열,균등,민속악,AP_F06_00358,train
가야금,계면조계열,균등,민속악,AP_F02_04246,train
피리,평조계열,균등,민속악,AP_F01_00244,train
가야금,평조계열,균등,민속악,AP_F06_00416,train
가야금,계면조계열,균등,민속악,AP_F06_08126,train
아쟁,평조계열,균등,민속악,AP_F01_05245,train
거문고,계면조계열,균등,민속악,AP_F02_00971,train
가야금,계면조계열,균등,민속악,AP_F02_00278,train
해금,계면조계열,균등,민속악,AP_F06_06855,train
단소,계면조계열,균등,민속악,AP_F02_01023,train
장구,,혼합 및 기타,민속악,AP_F07_06414,train
장구,,균등,민속악,AP_F07_06355,train
장구,,균등,민속악,AP_F07_06346,train
해금,계면조계열,균등,민속악,AP_F06_04587,train
장구,,균등,민속악,AP_F02_07515,train
아쟁,평조계열,균등,민속악,AP_F01_05250,train
가야금,계면조계열,불균등,민속악,AP_F02_04212,train
아쟁,계면조계열,균등,민속악,AP_F06_08141,train
피리,계면조계열,균등,민속악,AP_F01_05196,train
가야금,계면조계열,균등,민속악,AP_F06_00370,train
대금,계면조계열,균등,민속악,AP_F02_07268,train
단소,평조계열,균등,민속악,AP_F06_00471,train
피리,계면조계열,균등,민속악,AP_F01_05218,train
장구,,균등,민속악,AP_F07_06363,train
거문고,계면조계열,균등,민속악,AP_F02_00264,train
가야금,계면조계열,균등,민속악,AP_F02_04251,train
대금,계면조계열,균등,민속악,AP_F02_07264,train
가야금,평조계열,균등,민속악,AP_F02_04178,train
아쟁,계면조계열,균등,민속악,AP_F06_00415,train
피리,계면조계열,균등,민속악,AP_F01_04782,train
해금,계면조계열,균등,민속악,AP_F06_00382,train
피리,평조계열,균등,민속악,AP_F06_04700,train
가야금,계면조계열,균등,민속악,AP_F02_04135,train
장구,평조계열,균등,민속악,AP_F06_02140,train
피리,계면조계열,균등,민속악,AP_F01_05209,train
대금,평조계열,균등,민속악,AP_F02_07272,train
가야금,계면조계열,불균등,민속악,AP_F02_04208,train
장구,,균등,민속악,AP_F07_06365,train
피리,계면조계열,균등,민속악,AP_F06_04657,train
장구,,혼합 및 기타,민속악,AP_F05_00344,train
가야금,계면조계열,균등,민속악,AP_F06_06886,train
장구,,혼합 및 기타,민속악,AP_F07_06710,train
장구,,균등,민속악,AP_F07_06778,train
장구,,균등,민속악,AP_F02_07480,train
피리,평조계열,균등,민속악,AP_F01_06072,train
장구,,균등,민속악,AP_F07_06613,train
대금,계면조계열,균등,민속악,AP_F06_06829,train
피리,평조계열,균등,민속악,AP_F01_06051,train
아쟁,평조계열,균등,민속악,AP_F06_06862,train
장구,,균등,민속악,AP_F05_07928,train
가야금,평조계열,균등,민속악,AP_F06_08164,train
가야금,평조계열,균등,민속악,AP_F02_00577,train
가야금,계면조계열,균등,민속악,AP_F06_08175,train
해금,평조계열,균등,민속악,AP_F01_00599,train
대금,계면조계열,균등,민속악,AM_F02_07219,train
가야금,계면조계열,균등,민속악,AP_F06_00366,train
장구,,균등,민속악,AP_F07_06596,train
해금,계면조계열,불균등,민속악,AP_F06_04631,train
장구,,불균등,민속악,AP_F02_07501,train
피리,평조계열,균등,민속악,AP_F06_04617,train
대금,계면조계열,균등,민속악,AP_F02_07287,train
피리,평조계열,균등,민속악,AP_F01_06085,train
장구,,균등,민속악,AP_F02_07537,train
피리,계면조계열,균등,민속악,AP_F06_04676,train
해금,계면조계열,균등,민속악,AP_F02_00837,train
대금,계면조계열,균등,민속악,AP_F02_07207,train
태평소,계면조계열,균등,민속악,AP_F02_05161,train
거문고,계면조계열,균등,민속악,AP_F02_00852,train
피리,계면조계열,균등,민속악,AP_F06_04714,train
장구,,균등,민속악,AP_F07_06340,train
대금,계면조계열,균등,민속악,AP_F02_07230,train
장구,,혼합 및 기타,민속악,AP_F07_06404,train
가야금,계면조계열,균등,민속악,AP_F02_04186,train
장구,,균등,민속악,AP_F07_06366,train
장구,,균등,민속악,AP_F02_07482,train
대금,평조계열,균등,민속악,AP_F06_00393,train
피리,계면조계열,균등,민속악,AP_F06_06859,train
대금,계면조계열,균등,민속악,AP_F02_07243,train
피리,계면조계열,균등,민속악,AP_F06_00408,train
장구,,균등,민속악,AP_F07_06369,train
아쟁,계면조계열,균등,민속악,AP_F03_07560,train
피리,평조계열,균등,민속악,AP_F02_00323,train
아쟁,평조계열,균등,민속악,AP_F01_05166,train
장구,,균등,민속악,AP_F02_07406,train
아쟁,평조계열,균등,민속악,AP_F01_05178,train
피리,평조계열,균등,민속악,AP_F01_04819,train
가야금,계면조계열,균등,민속악,AP_F02_04256,train
피리,평조계열,균등,민속악,AP_F06_00443,train
대금,계면조계열,균등,민속악,AP_F02_07247,train
장구,,균등,민속악,AP_F07_06753,train
피리,평조계열,균등,민속악,AP_F01_06075,train
장구,,혼합 및 기타,민속악,AP_F07_06500,train
피리,평조계열,균등,민속악,AP_F01_06049,train
해금,계면조계열,균등,민속악,AP_F02_00268,train
피리,평조계열,균등,민속악,AP_F01_05171,train
태평소,계면조계열,균등,민속악,AP_F02_05159,train
장구,,균등,민속악,AP_F07_06751,train
가야금,계면조계열,균등,민속악,AP_F02_05954,train
대금,계면조계열,균등,민속악,AP_F02_07228,train
피리,계면조계열,불균등,민속악,AP_F06_04640,train
피리,평조계열,균등,민속악,AP_F01_04835,train
장구,,균등,민속악,AP_F02_07479,train
대금,평조계열,균등,민속악,AP_F06_04613,train
피리,계면조계열,균등,민속악,AP_F06_04688,train
태평소,계면조계열,균등,민속악,AP_F02_05404,train
가야금,계면조계열,균등,민속악,AP_F06_00371,train
장구,,균등,민속악,AP_F07_06263,train
피리,계면조계열,균등,민속악,AP_F01_04779,train
가야금,계면조계열,균등,민속악,AP_F02_04161,train
피리,평조계열,균등,민속악,AM_F01_04817,train
피리,계면조계열,균등,민속악,AP_F06_04658,train
장구,,균등,민속악,AP_F07_06730,train
피리,평조계열,균등,민속악,AP_F01_04833,train
피리,평조계열,균등,민속악,AP_F06_06822,train
태평소,계면조계열,균등,민속악,AP_F02_05389,train
대금,평조계열,균등,민속악,AP_F06_00394,train
가야금,계면조계열,균등,민속악,AP_F06_00361,train
장구,,혼합 및 기타,민속악,AP_F07_06507,train
장구,,혼합 및 기타,민속악,AP_F05_00352,train
피리,평조계열,균등,민속악,AP_F01_06080,train
대금,계면조계열,균등,민속악,AP_F06_00400,train
가야금,계면조계열,균등,민속악,AP_F02_04155,train
가야금,계면조계열,균등,민속악,AP_F02_04216,train
피리,계면조계열,균등,민속악,AP_F01_05232,train
아쟁,계면조계열,균등,민속악,AP_F06_08128,train
가야금,계면조계열,균등,민속악,AP_F06_06836,train
장구,,균등,민속악,AP_F07_06572,train
장구,,균등,민속악,AP_F07_06672,train
거문고,계면조계열,균등,민속악,AP_F02_00844,train
대금,계면조계열,균등,민속악,AP_F02_01008,train
아쟁,계면조계열,균등,민속악,AP_F06_06827,train
장구,,혼합 및 기타,민속악,AP_F07_06283,train
장구,,균등,민속악,AP_F07_06670,train
장구,,균등,민속악,AP_F07_06776,train
아쟁,계면조계열,균등,민속악,AP_F02_00996,train
가야금,계면조계열,균등,민속악,AP_F02_04163,train
아쟁,계면조계열,균등,민속악,AP_F01_05212,train
해금,평조계열,균등,민속악,AP_F06_04697,train
장구,,혼합 및 기타,민속악,AP_F07_06477,train
장구,,혼합 및 기타,민속악,AP_F07_06476,train
아쟁,계면조계열,균등,민속악,AP_F06_00386,train
장구,,균등,민속악,AP_F07_06749,train
아쟁,계면조계열,균등,민속악,AP_F01_05190,train
대금,계면조계열,균등,민속악,AP_F02_07170,train
해금,계면조계열,균등,민속악,AP_F02_00821,train
장구,,균등,민속악,AP_F02_07486,train
가야금,계면조계열,균등,민속악,AM_F02_05946,train
피리,평조계열,균등,민속악,AP_F06_06820,train
가야금,계면조계열,균등,민속악,AP_F02_00281,train
해금,평조계열,균등,민속악,AP_F06_00383,train
피리,평조계열,균등,민속악,AP_F01_05170,train
해금,계면조계열,균등,민속악,AP_F06_06837,train
가야금,계면조계열,균등,민속악,AP_F02_04107,train
피리,평조계열,균등,민속악,AP_F01_05241,train
장구,,균등,민속악,AP_F07_06368,train
장구,,혼합 및 기타,민속악,AP_F07_06645,train
피리,계면조계열,균등,민속악,AP_F01_04813,train
장구,,균등,민속악,AP_F07_06337,train
아쟁,계면조계열,균등,민속악,AP_F02_00994,train
해금,계면조계열,균등,민속악,AP_F06_06838,train
가야금,평조계열,균등,민속악,AP_F06_08116,train
피리,평조계열,균등,민속악,AP_F02_00324,train
태평소,계면조계열,균등,민속악,AP_F02_05158,train
대금,계면조계열,균등,민속악,AP_F02_07225,train
장구,,균등,민속악,AP_F07_06303,train
가야금,계면조계열,균등,민속악,AP_F06_00420,train
아쟁,계면조계열,균등,민속악,AP_F01_05215,train
가야금,계면조계열,균등,민속악,AP_F02_04196,train
태평소,계면조계열,균등,민속악,AP_F02_05155,train
가야금,평조계열,균등,민속악,AP_F06_08144,train
장구,,균등,민속악,AP_F07_06616,train
피리,계면조계열,균등,민속악,AP_F06_06844,train
피리,평조계열,균등,민속악,AP_F06_02128,train
대금,계면조계열,균등,민속악,AP_F02_07181,train
대금,계면조계열,균등,민속악,AP_F02_07261,train
장구,,균등,민속악,AP_F07_06312,train
장구,,혼합 및 기타,민속악,AP_F07_06424,train
해금,평조계열,균등,민속악,AP_F06_02124,train
장구,,혼합 및 기타,민속악,AP_F05_00353,train
피리,계면조계열,균등,민속악,AP_F01_00241,train
피리,평조계열,균등,민속악,AM_F01_04788,train
대금,계면조계열,균등,민속악,AP_F02_07239,train
해금,계면조계열,균등,민속악,AP_F02_00828,train
장구,,균등,민속악,AP_F07_06618,train
피리,계면조계열,균등,민속악,AP_F02_00320,train
가야금,계면조계열,균등,민속악,AP_F02_04245,train
피리,평조계열,균등,민속악,AP_F01_05193,train
장구,,혼합 및 기타,민속악,AP_F07_06473,train
대금,계면조계열,균등,민속악,AP_F02_07227,train
단소,계면조계열,균등,민속악,AP_F02_01024,train
장구,,균등,민속악,AP_F07_06731,train
대금,계면조계열,균등,민속악,AP_F02_01010,train
가야금,계면조계열,균등,민속악,AP_F02_00254,train
해금,계면조계열,균등,민속악,AP_F01_00234,train
해금,계면조계열,균등,민속악,AP_F01_00235,train
장구,,균등,민속악,AP_F02_07440,train
피리,평조계열,균등,민속악,AP_F06_04701,train
대금,평조계열,균등,민속악,AP_F06_00460,train
피리,평조계열,균등,민속악,AP_F06_04754,train
대금,평조계열,균등,민속악,AP_F06_04747,train
피리,계면조계열,균등,민속악,AP_F02_00327,train
대금,계면조계열,균등,민속악,AP_F02_07174,train
가야금,계면조계열,균등,민속악,AP_F06_08125,train
거문고,계면조계열,균등,민속악,AP_F02_00976,train
장구,,균등,민속악,AP_F05_07923,train
대금,계면조계열,균등,민속악,AP_F02_07180,train
아쟁,계면조계열,균등,민속악,AP_F01_05225,train
소금,평조계열,균등,민속악,AM_F06_08573,train
